date,hit_ts,hit_slot,core,spot_at_hit,kind,reaction,excursion_pts,reclaim_min,note
2026-08-03,2026-08-03 16:30:09.586+00,12,7590,7587.54,touch,break_lt5,5.45,,"pierced by 5.45, never reclaimed"
2026-08-03,2026-08-03 17:45:19.976+00,17,7590,7597.03,approach,stalled,9.03,,"hovered near 7590, closest 9.03, no resolution"
2026-08-03,2026-08-03 19:00:18.929+00,22,7590,7605.065,approach,stalled,10.365,,"hovered near 7590, closest 10.36, no resolution"
2026-08-03,2026-08-03 20:03:25.829+00,26,7590,7600.365,approach,,,,
2026-08-04,2026-08-04 14:00:29.853+00,2,7650,7653.46,touch,new_wall,35.31,,broke by 35.31 and the cb rolled with it
2026-08-04,2026-08-04 15:18:24.636+00,7,7700,7696.89,touch,consolidated,13.415,,"broke by 13.41, then held a 4.43 range outside for 3 samples"
2026-08-04,2026-08-04 16:30:16.943+00,12,7700,7715.82,approach,rolled_over,15.82,,"came within 15.82 without tagging, then rolled 21.88 away"
2026-08-04,2026-08-04 19:00:09.49+00,22,7730,7745.04,approach,stalled,7.995,,"hovered near 7730, closest 7.99, no resolution"
2026-08-04,2026-08-04 19:15:09.773+00,23,7770,7752.415,approach,rolled_over,15.245,,"came within 15.24 without tagging, then rolled 16.76 away"
2026-08-05,2026-08-05 13:45:24.933+00,1,7800,7787.95,approach,rolled_over,13.65,,"came within 13.65 without tagging, then rolled 18.47 away"
2026-08-05,2026-08-05 16:30:12.643+00,12,7740,7742.35,touch,break_lt5,4.68,5,"pierced by 4.68, reclaimed after 5m"
2026-08-05,2026-08-05 17:45:23.778+00,17,7740,7742.19,touch,break_lt5,5.5,26,"pierced by 5.50, reclaimed after 26m"
2026-08-05,2026-08-05 19:00:27.171+00,22,7740,7738.345,touch,pin,3.665,,sat inside the band for 12 samples
2026-08-06,2026-08-06 13:29:25.535+00,0,7700,7720.995,approach,stalled,17.31,,"hovered near 7700, closest 17.31, no resolution"
2026-08-06,2026-08-06 15:30:03.93+00,8,7700,7715.975,approach,reached,0.000217,,approached and eventually tagged 7700
2026-08-06,2026-08-06 16:32:51.138+00,12,7700,7709.92,approach,reached,0.000473,,approached and eventually tagged 7700
2026-08-06,2026-08-06 17:34:02.441+00,16,7700,7703.64,touch,consolidated,18.705,,"broke by 18.70, then held a 1.59 range outside for 3 samples"
2026-08-06,2026-08-06 18:45:11.198+00,21,7700,7711.27,approach,stalled,8.18,,"hovered near 7700, closest 8.18, no resolution"
2026-08-06,2026-08-06 20:00:11.484+00,26,7700,7708.34,approach,,,,
2026-08-07,2026-08-07 14:30:10.704+00,4,7750,7751.57,touch,new_wall,10.48,,broke by 10.48 and the cb rolled with it
2026-08-07,2026-08-07 15:30:20.102+00,8,7775,7760.48,approach,rolled_over,15.53,,"came within 15.53 without tagging, then rolled 19.59 away"
2026-08-07,2026-08-07 16:45:23.696+00,13,7750,7749.72,touch,consolidated,6.79,,"broke by 6.79, then held a 1.44 range outside for 3 samples"
2026-08-07,2026-08-07 18:00:17.578+00,18,7750,7746.91,touch,consolidated,15.48,,"broke by 15.48, then held a 3.02 range outside for 3 samples"
2026-08-07,2026-08-07 18:45:01.298+00,21,7740,7736.66,touch,new_wall,14.87,,broke by 14.87 and the cb rolled with it
2026-08-07,2026-08-07 19:15:28.131+00,23,7750,7752.83,touch,break_lt5,5.23,,"pierced by 5.23, never reclaimed"
2026-08-10,2026-08-10 13:45:04.988+00,1,7775,7753.705,approach,stalled,5.355,,"hovered near 7775, closest 5.35, no resolution"
2026-08-10,2026-08-10 14:47:55.336+00,5,7775,7772.97,touch,consolidated,18.77,,"broke by 18.77, then held a 4.34 range outside for 3 samples"
2026-08-10,2026-08-10 16:00:02.251+00,10,7775,7765.045,approach,rolled_over,7.14,,"came within 7.14 without tagging, then rolled 16.81 away"
2026-08-10,2026-08-10 17:15:15.801+00,15,7775,7753.33,approach,stalled,20.285,,"hovered near 7775, closest 20.28, no resolution"
2026-08-10,2026-08-10 18:30:00.498+00,20,7750,7749.82,touch,new_wall,6.295,,broke by 6.29 and the cb rolled with it
2026-08-10,2026-08-10 19:00:01.999+00,22,7775,7753.33,approach,stalled,18.705,,"hovered near 7775, closest 18.70, no resolution"
2026-08-10,2026-08-10 19:15:11.524+00,23,7760,7756,approach,reached,0.000477,,approached and eventually tagged 7760
2026-08-10,2026-08-10 20:00:24.536+00,26,7750,7749.67,touch,,,,
2026-08-11,2026-08-11 13:45:25.011+00,1,7780,7757.72,approach,stalled,18.07,,"hovered below 7780, closest 18.07, no resolution"
2026-08-11,2026-08-11 15:00:03.288+00,6,7780,7760.71,approach,rolled_over,19.34,,"came within 19.34 from below without tagging, then rolled 18.99 away"
2026-08-11,2026-08-11 16:15:29.751+00,11,7725,7745.2,approach,reached,0.000379,,approached from above and eventually tagged 7725
2026-08-11,2026-08-11 17:15:10.019+00,15,7715,7727.925,approach,stalled,13.255,,"hovered above 7715, closest 13.26, no resolution"
2026-08-11,2026-08-11 17:45:05.886+00,17,7725,7734.72,approach,reached,0.000144,,approached from above and eventually tagged 7725
2026-08-11,2026-08-11 18:30:55.334+00,20,7715,7719.78,touch,reject,-6.85,5,"tagged from above, never got below it"
2026-08-11,2026-08-11 19:00:03.828+00,22,7725,7725.76,touch,pin,2.14,,sat inside the band for 7 samples
2026-08-12,2026-08-12 14:50:51.286+00,5,7760,7746.18,approach,stalled,15.47,,"hovered below 7760, closest 15.47, no resolution"
2026-08-12,2026-08-12 15:30:26.905+00,8,7740,7743.64,touch,pin,-0.74,,sat inside the band for 6 samples
